ID,NetworkID,CircuitTypeID,Active,NoLongerUsed,NoLongerUsedDate,CutoverDate,OrderNumberID,OrderDate,DueDate,IEDate,DisconnectOrderDate,DisconnectDate,Node,Bandwidth,DLCI_VCI_EVC,VADI_School,VADI_Headend,CircuitID_School,CircuitID_Headend,Agg_Circuit,Router,T3_OC3,DisconnectOrder,Status,WANIPAddressHeadEnd,WANIPAddressSchool,AggSwitchIntsID,OrderNumber,CircuitVendorID
28242,181,19,NULL,0,NULL,2013-11-01 00:00:00.000,NULL,2013-02-15 00:00:00.000,2013-10-19 00:00:00.000,2013-10-19 00:00:00.000,NULL,NULL,6,20,310,KQGN988415-ATI    ,KRGN988645-ATI,32KEGS021487NY,32KFGS200444NY ,103,1,,,Active,10.254.80.165,10.254.80.166,3502,,2
26097,181,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.006072 ,,32.KFGS.197180 ,12,2,NULL,,Ordered,10.253.214.181,10.253.214.182,3857,,1
26000,182,19,1,0,NULL,2011-01-31 00:00:00.000,0,2010-03-18 00:00:00.000,2010-11-03 00:00:00.000,2010-11-03 00:00:00.000,NULL,NULL,6,10,1763,32.LVXX.250070,32.LUXX.006231,32.KEGS.008308,32.KFGS.197192,18,2,NULL,,Active,10.253.213.57,10.253.213.58,7117,NULL,1
24310,183,19,1,NULL,NULL,2008-06-16 00:00:00.000,NULL,2008-03-27 00:00:00.000,2008-06-11 00:00:00.000,2008-06-11 00:00:00.000,NULL,NULL,6,10,2218,32.LVXX.003395,32.LUXX.001809,32.KEGS.002486,32.KFGS.000717,6,2,NULL,NULL,Active,10.253.212.109,10.253.212.110,7069,NULL,1
26098,184,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.006072 ,,32.KFGS.197180 ,12,2,NULL,,Ordered,10.253.214.185,10.253.214.186,3858,,1
28243,184,19,NULL,0,NULL,2013-12-23 00:00:00.000,NULL,2013-02-15 00:00:00.000,2013-12-19 00:00:00.000,2013-12-19 00:00:00.000,NULL,NULL,6,20,309,KQGN988325-ATI    ,KRGN988645-ATI,32KEGS021484NY,32KFGS200444NY,103,1,,,Active,10.254.80.161,10.254.80.162,3501,,2
27111,185,19,NULL,0,NULL,2011-07-27 00:00:00.000,NULL,2011-07-13 00:00:00.000,2011-07-19 00:00:00.000,2011-07-19 00:00:00.000,NULL,NULL,6,40,1726,32.LVXX.250134,32.LUXX.006231,32.KEGS.008585,32.KFGS.197192,18,2,NULL,,Active,10.253.213.5,10.253.213.6,7104,C0020745754,1
24313,186,19,1,NULL,NULL,2008-07-15 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-04 00:00:00.000,2008-01-04 00:00:00.000,NULL,NULL,6,10,2040,32.LVXX.002614,32.LUXX.001866,32.KEGS.001900,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.13,10.253.210.14,6921,NULL,1
24314,187,19,1,NULL,NULL,2008-07-15 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-02-29 00:00:00.000,2008-02-29 00:00:00.000,NULL,NULL,6,10,2132,32.LVXX.003130,32.LUXX.001866,32.KEGS.002280,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.17,10.253.210.18,6922,NULL,1
24315,188,19,1,NULL,NULL,2008-07-18 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-03-07 00:00:00.000,2008-03-07 00:00:00.000,NULL,NULL,6,10,2135,32.LVXX.002619,32.LUXX.001866,32.KEGS.001934,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.21,10.253.210.22,6923,NULL,1
27292,189,19,NULL,0,NULL,2012-03-08 00:00:00.000,0,2012-01-10 00:00:00.000,2012-03-05 00:00:00.000,2012-03-05 00:00:00.000,NULL,NULL,6,10,1245,32.LVXX.250769,32.LUXX.006072 ,32.KEGS.015720,32.KFGS.197180 ,12,2,NULL,,Active,10.253.214.133,10.253.214.134,7149,NULL,1
27112,190,19,NULL,0,NULL,2011-07-19 00:00:00.000,NULL,2011-07-13 00:00:00.000,2011-07-19 00:00:00.000,2011-07-19 00:00:00.000,NULL,NULL,6,40,2010,32.LVXX.002620,32.LUXX.001866,32.KEGS.001941,32.KFGS.000689,3,1,NULL,,Active,10.253.210.25,10.253.210.26,6924,C0020745770,1
28249,191,19,NULL,0,NULL,2013-09-18 00:00:00.000,NULL,2013-02-15 00:00:00.000,2013-09-06 00:00:00.000,2013-09-06 00:00:00.000,NULL,NULL,6,20,312,  KQGN989519-ATI    ,KRGN988645-ATI,32KEGS022465NY,32KFGS200444NY ,103,1,,,Active,10.254.80.173,10.254.80.174,3504,,2
27922,192,19,NULL,0,NULL,2010-11-29 00:00:00.000,NULL,2010-03-18 00:00:00.000,2010-11-24 00:00:00.000,2010-11-24 00:00:00.000,NULL,NULL,6,10,1281,32.LVXX.250295,32.LUXX.006613 ,32.KEGS.008853,32.KFGS.197194 ,20,2,NULL,,Active,10.253.215.33,10.253.215.34,7186,,1
27442,193,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:29:27.660,NULL,NULL,NULL,NULL,6,40,604,32.LVXX.002212,32.LUXX.001242,32.KEGS.001535,32.KFGS.000604,1,1,NULL,NULL,Planned,10.253.208.13,10.253.208.14,6846,,1
27567,193,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:45:11.343,NULL,NULL,NULL,NULL,6,40,604,32.LVXX.002212,32.LUXX.001242,32.KEGS.001535,32.KFGS.000604,1,1,NULL,NULL,Planned,10.253.208.13,10.253.208.14,6846,,1
27507,193,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:44:09.587,NULL,NULL,NULL,NULL,6,40,604,32.LVXX.002212,32.LUXX.001242,32.KEGS.001535,32.KFGS.000604,1,1,NULL,NULL,Planned,10.253.208.13,10.253.208.14,6846,,1
27861,193,19,NULL,0,NULL,2012-09-06 00:00:00.000,NULL,2012-08-14 00:00:00.000,2012-09-06 00:00:00.000,2012-09-06 00:00:00.000,NULL,NULL,6,40,604,32.LVXX.002212,32.LUXX.001242,32.KEGS.001535,32.KFGS.000604,1,1,NULL,,Active,10.253.208.13,10.253.208.14,6846,C0020851432,1
27672,193,16,NULL,NULL,NULL,NULL,NULL,2012-08-21 16:01:24.567,NULL,NULL,NULL,NULL,6,0,604,32.LVXX.002212,32.LUXX.001242,32.KEGS.001535,32.KFGS.000604,1,1,NULL,NULL,Planned,10.253.208.13,10.253.208.14,6846,,1
28347,194,19,NULL,0,NULL,2013-09-03 00:00:00.000,NULL,2013-08-08 00:00:00.000,2013-09-03 00:00:00.000,2013-09-03 00:00:00.000,NULL,NULL,6,40,83,32.LVXX.002124,32.LUXX.001242,32.KEGS.001536,32.KFGS.000604,1,1,NULL,,Active,10.253.208.9,10.253.208.10,6845,C0021007396,1
27317,195,19,NULL,0,NULL,2012-04-19 00:00:00.000,0,2011-02-01 00:00:00.000,2012-04-13 00:00:00.000,2012-04-13 00:00:00.000,NULL,NULL,6,10,1262,32.LVXX.250726,32.LUXX.002823,32.KEGS.014049,32.KFGS.196592,8,2,NULL,,Active,10.253.214.97,10.253.214.98,7141,NULL,1
24323,196,19,1,NULL,NULL,2008-09-26 00:00:00.000,NULL,2008-05-09 00:00:00.000,2008-09-24 00:00:00.000,2008-09-24 00:00:00.000,NULL,NULL,6,10,2337,32.LVXX.003591,32.LUXX.001809,32KEGS.002781,32.KFGS.000717,6,2,NULL,NULL,Active,10.253.212.85,10.253.212.86,7063,NULL,1
24324,197,19,1,NULL,NULL,2010-03-11 00:00:00.000,NULL,2007-09-20 00:00:00.000,2010-01-25 00:00:00.000,2010-01-25 00:00:00.000,NULL,NULL,6,10,2731,32.LVXX.002622,32.LUXX.001866,32.KEGS.001918,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.29,10.253.210.30,6925,NULL,1
24325,198,19,1,NULL,NULL,2007-08-27 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-08-08 00:00:00.000,2007-08-08 00:00:00.000,NULL,NULL,6,10,501,32.LVXX.001761,32.LUXX.001242,32.KEGS.001522,32.KFGS.000604,1,1,NULL,NULL,Active,10.253.208.17,10.253.208.18,6847,NULL,1
28246,199,19,NULL,0,NULL,2013-09-26 00:00:00.000,NULL,2013-02-15 00:00:00.000,2013-09-24 00:00:00.000,2013-09-24 00:00:00.000,NULL,NULL,6,20,305,KQGN987834-ATI,KRGN988645-ATI,32KEGS021406NY,32KFGS200444NY ,103,1,,,Active,10.254.80.145,10.254.80.146,3497,9/26/2013,2
27113,200,19,NULL,0,NULL,2011-07-27 00:00:00.000,NULL,2011-07-13 00:00:00.000,2011-07-19 00:00:00.000,2011-07-19 00:00:00.000,NULL,NULL,6,40,1594,32.LVXX.250224,32.LUXX.006614,32.KEGS.008707,32.KFGS.197193,19,1,NULL,,Active,10.253.211.57,10.253.211.58,6992,C0020745752,1
26091,201,19,NULL,0,NULL,2013-03-15 00:00:00.000,0,2011-10-26 00:00:00.000,2013-03-05 00:00:00.000,2013-03-05 00:00:00.000,NULL,NULL,6,10,1375,32.LVXX.250728,32.LUXX.006072 ,32.KEGS.014904,32.KFGS.197180 ,12,2,NULL,,Active,10.253.214.141,10.253.214.142,7151,,1
24329,202,19,1,NULL,NULL,2008-04-28 00:00:00.000,NULL,2007-09-20 00:00:00.000,2007-12-20 00:00:00.000,2007-12-20 00:00:00.000,NULL,NULL,6,10,2015,32.LVXX.002618,32.LUXX.001866,32.KEGS.001919,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.33,10.253.210.34,6926,NULL,1
24330,203,19,1,NULL,NULL,2008-04-29 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-02-05 00:00:00.000,2008-02-05 00:00:00.000,NULL,NULL,6,10,2098,32.LVXX.002625,32.LUXX.001866,32.KEGS.001920,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.37,10.253.210.38,6927,NULL,1
24331,204,19,1,NULL,NULL,2008-12-09 00:00:00.000,NULL,2008-07-18 00:00:00.000,2008-10-24 00:00:00.000,2008-10-24 00:00:00.000,NULL,NULL,6,10,2359,32.LVXX.003945,32.LUXX.002639,32.KEGS.002947,32.KFGS.000897,7,1,NULL,NULL,Active,10.253.210.93,10.253.210.94,6940,NULL,1
24332,205,19,1,NULL,NULL,2009-04-24 00:00:00.000,NULL,2008-07-18 00:00:00.000,2009-04-01 00:00:00.000,2009-04-01 00:00:00.000,NULL,NULL,6,10,2470,32.LVXX.003947,32.LUXX.002639,32.KEGS.002949,32.KFGS.000897,7,1,NULL,NULL,Active,10.253.210.101,10.253.210.102,6942,NULL,1
26092,206,19,NULL,0,NULL,NULL,NULL,2013-03-26 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.006072 ,,32.KFGS.197180 ,12,2,NULL,,Ordered,10.253.214.145,10.253.214.146,7043,,1
28205,206,19,NULL,0,NULL,2013-09-16 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-09-11 00:00:00.000,2013-09-11 00:00:00.000,NULL,NULL,6,20,118,KQGN983371-ATI,KRGN988574-ATI,32KEGS020953NY ,32KFGS200479NY ,101,1,,,Active,10.254.80.69,10.254.80.70,8194,,2
28206,207,19,NULL,0,NULL,2013-11-20 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-11-15 00:00:00.000,2013-11-15 00:00:00.000,NULL,NULL,6,20,114,KQGN983087-ATI,KRGN988574-ATI,32KEGS020920NY,32KFGS200479NY ,101,1,,,Active,10.254.80.53,10.254.80.54,3522,,2
28386,207,19,NULL,0,NULL,NULL,NULL,2014-03-13 00:00:00.000,NULL,NULL,NULL,NULL,6,50,201,,,,,102,2,,,Ordered,10.254.86.1,10.254.86.2,3860,,2
28290,208,19,NULL,0,NULL,2013-10-10 00:00:00.000,NULL,2013-02-06 00:00:00.000,2013-09-30 00:00:00.000,2013-09-30 00:00:00.000,NULL,NULL,6,20,202,KQGN987114-ATI,KRGN988626_ATI,32KEGS021242NY,32KFGS200442NY ,102,2,,,Active,10.254.86.5,10.254.86.6,3861,,2
28293,209,19,NULL,0,NULL,2014-02-12 00:00:00.000,NULL,2013-02-06 00:00:00.000,2014-01-31 00:00:00.000,2014-01-31 00:00:00.000,NULL,NULL,6,20,205,KQGN987301,KRGN988626,32KEGS021343NY,32KFGS200442NY ,102,2,,,Active,10.254.86.17,10.254.86.18,3864,,2
26093,209,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.006072 ,,32.KFGS.197180 ,12,2,NULL,,Ordered,10.253.214.149,10.253.214.150,3849,,1
24337,210,19,1,NULL,NULL,2008-07-31 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-02 00:00:00.000,2008-01-02 00:00:00.000,NULL,NULL,6,10,2031,32.LVXX.002632,32.LUXX.001866,32.KEGS.001898,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.45,10.253.210.46,6929,NULL,1
24338,211,19,1,NULL,NULL,2010-03-11 00:00:00.000,NULL,2008-08-13 00:00:00.000,2009-04-20 00:00:00.000,2009-04-20 00:00:00.000,NULL,NULL,6,10,3016,32.LVXX.004123,32.LUXX.002823,32.KEGS.003056,32.KFGS.196592,8,2,NULL,NULL,Active,10.253.214.73,10.253.214.74,7135,NULL,1
27497,211,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:37:52.047,NULL,NULL,NULL,NULL,6,50,3016,32.LVXX.004123,32.LUXX.002823,32.KEGS.003056,32.KFGS.196592,8,2,NULL,NULL,Planned,10.253.214.73,10.253.214.74,7135,,1
27498,212,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:37:52.090,NULL,NULL,NULL,NULL,6,50,1631,32.LVXX.010996,32.LUXX.004992,32.KEGS.006311,32.KFGS.197118,10,2,NULL,NULL,Planned,10.253.212.137,10.253.212.138,7075,,1
24339,212,19,1,NULL,NULL,2010-10-01 00:00:00.000,NULL,2010-02-16 00:00:00.000,2010-09-28 00:00:00.000,2010-09-28 00:00:00.000,NULL,NULL,6,10,1631,32.LVXX.010996,32.LUXX.004992,32.KEGS.006311,32.KFGS.197118,10,2,NULL,NULL,Active,10.253.212.137,10.253.212.138,7075,NULL,1
24340,213,19,1,NULL,NULL,2007-09-10 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-08-27 00:00:00.000,2007-08-27 00:00:00.000,NULL,NULL,6,10,600,32.LVXX.002195,32.LUXX.001242,32.KEGS.001540,32.KFGS.000604,1,1,NULL,NULL,Active,10.253.208.21,10.253.208.22,6848,NULL,1
27499,213,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:37:52.130,NULL,NULL,NULL,NULL,6,50,600,32.LVXX.002195,32.LUXX.001242,32.KEGS.001540,32.KFGS.000604,1,1,NULL,NULL,Planned,10.253.208.21,10.253.208.22,6848,,1
27500,214,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:37:52.170,NULL,NULL,NULL,NULL,6,50,413,32.LVXX.250076,32.LUXX.006614,32.KEGS.008311,32.KFGS.197193,19,1,NULL,NULL,Planned,10.253.211.53,10.253.211.54,6991,,1
28345,214,19,NULL,0,NULL,2013-09-03 00:00:00.000,NULL,2013-08-08 00:00:00.000,2013-09-03 00:00:00.000,2013-09-03 00:00:00.000,NULL,NULL,6,40,413,32.LVXX.250076,32.LUXX.006614,32.KEGS.008311,32.KFGS.197193,19,1,NULL,,Active,10.253.211.53,10.253.211.54,6991,C0021007416,1
28207,215,19,NULL,0,NULL,2013-06-24 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-05-30 00:00:00.000,2013-05-30 00:00:00.000,NULL,NULL,6,20,117,KQGN983506 ATI,KRGN988574 ,32KEGS020957NY  ,32KFGS200479NY ,101,1,,,Active,10.254.80.65,10.254.80.66,8193,,2
25845,215,19,0,0,NULL,NULL,NULL,2013-03-26 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,,,,13,1,NULL,,Ordered,10.253.208.193,10.253.208.194,6843,,1
26368,216,19,NULL,0,NULL,NULL,NULL,2013-05-01 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.002639,,32.KFGS.000897,7,1,NULL,,Ordered,10.253.210.77,10.253.210.78,6936,,1
28208,216,19,NULL,0,NULL,2013-11-26 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-11-21 00:00:00.000,2013-11-21 00:00:00.000,NULL,NULL,6,20,116,KQGN984116 ,KRGN988574-ATI,32KEGS021025NY,32KFGS200479NY ,101,1,,,Active,10.254.80.61,10.254.80.62,8192,,2
24344,217,19,1,NULL,NULL,2008-07-25 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-02-04 00:00:00.000,2008-02-04 00:00:00.000,NULL,NULL,6,10,2093,32.LVXX.002624,32.LUXX.001866,32.KEGS.001940,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.49,10.253.210.50,6930,NULL,1
24345,218,19,1,NULL,NULL,2008-05-22 00:00:00.000,NULL,2008-03-27 00:00:00.000,2008-05-16 00:00:00.000,2008-05-16 00:00:00.000,NULL,NULL,6,20,2198,32.LVXX.003397,32.LUXX.001809,32.KEGS.002488,32.KFGS.000717,6,2,NULL,NULL,Active,10.253.212.117,10.253.212.118,7071,NULL,1
24346,219,19,1,NULL,NULL,2008-07-29 00:00:00.000,NULL,2007-09-20 00:00:00.000,2007-12-11 00:00:00.000,2007-12-11 00:00:00.000,NULL,NULL,6,10,2002,32.LVXX.002621,32.LUXX.001866,32.KEGS.001912,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.53,10.253.210.54,6931,NULL,1
28174,220,19,NULL,0,NULL,2013-11-12 00:00:00.000,NULL,2013-01-26 00:00:00.000,2013-10-31 00:00:00.000,2013-10-31 00:00:00.000,NULL,NULL,6,20,106,KQGN982124-ATI,KRGN988574-ATI,32KEGS020757,32KFGS200479NY,101,1,,,Active,10.254.80.21,10.254.80.22,3514,,2
25846,220,19,0,0,NULL,NULL,NULL,2013-05-01 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.575090,,32.KFGS.198648,13,1,NULL,,Ordered,10.253.208.229,10.253.208.230,6897,,1
24348,221,19,1,NULL,NULL,2007-08-10 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-08-08 00:00:00.000,2007-08-06 00:00:00.000,NULL,NULL,6,40,493,32.LVXX.002120,32.LUXX.001242,32.KEGS.001527,32.KFGS.000604,1,1,NULL,NULL,Active,10.253.208.25,10.253.208.26,6849,NULL,1
26088,222,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.002823,,32.KFGS.196592,8,2,NULL,,Ordered,10.253.214.101,10.253.214.102,3837,,1
28140,222,19,NULL,0,NULL,2013-12-23 00:00:00.000,NULL,2013-03-22 00:00:00.000,2013-12-19 00:00:00.000,2013-12-19 00:00:00.000,NULL,NULL,6,20,219,KQGN989758-ATI    ,KRGN988626,32KEGS022009NY,32KFGS200442NY ,102,2,,,Active,10.254.86.73,10.254.86.74,8210,,2
28296,223,19,NULL,0,NULL,2014-01-23 00:00:00.000,NULL,2013-02-06 00:00:00.000,2014-01-22 00:00:00.000,2014-01-22 00:00:00.000,NULL,NULL,6,20,208,KQGN987351,KRGN988626-ATI,32KEGS021304NY,32KFGS200442NY,102,2,,,Active,10.254.86.29,10.254.86.30,3867,,2
25847,223,19,0,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,,,,13,1,NULL,,Ordered,10.253.208.233,10.253.208.234,3420,,1
28252,224,19,NULL,0,NULL,NULL,NULL,2013-02-15 00:00:00.000,NULL,NULL,NULL,NULL,6,20,315,,,,,103,1,,,Ordered,10.254.80.185,10.254.80.186,3507,,2
24352,224,14,1,NULL,NULL,2006-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,6,1.5,210,10QGDQ11913,10QIXQ15035NY,32HCGL793180,32HFGS620421NY,2,2,2,NULL,Active,10.253.193.37,10.253.193.38,3571,,1
25850,225,19,0,0,NULL,2013-03-15 00:00:00.000,NULL,2012-07-23 00:00:00.000,2013-02-19 00:00:00.000,2013-02-19 00:00:00.000,NULL,NULL,6,10,1201,32.LVXX.251025,32.LUXX.575090,32.KEGS.018850,32.KFGS.198648,13,1,NULL,,Active,10.253.208.241,10.253.208.242,6900,,1
24355,226,19,1,NULL,NULL,2008-07-17 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-02-12 00:00:00.000,2008-02-12 00:00:00.000,NULL,NULL,6,10,2113,32.LVXX.002616,32.LUXX.001866,32.KEGS.001903,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.57,10.253.210.58,6932,NULL,1
24356,227,19,1,NULL,NULL,2008-07-17 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-03 00:00:00.000,2008-01-03 00:00:00.000,NULL,NULL,6,40,2037,32.LVXX.002631,32.LUXX.001866,32.KEGS.001902,32.KFGS.000689,3,1,NULL,NULL,Active,10.253.210.41,10.253.210.42,6928,NULL,1
28137,228,19,NULL,0,NULL,2013-12-23 00:00:00.000,NULL,2013-03-22 00:00:00.000,2013-12-19 00:00:00.000,2013-12-19 00:00:00.000,NULL,NULL,6,20,216,KQGN989231-ATI    ,KRGN988626,32KEGS021783NY,32KFGS200442NY ,102,2,,,Active,10.254.86.61,10.254.86.62,8207,,2
27126,229,19,NULL,0,NULL,2010-07-22 00:00:00.000,NULL,2010-01-21 00:00:00.000,2010-06-22 00:00:00.000,2010-06-22 00:00:00.000,NULL,NULL,6,10,2876,32.LVXX.008917,32.LUXX.003111,32.KEGS.006135,32.KFGS196748,9,1,NULL,,Active,10.253.208.169,10.253.208.170,6883,,1
24360,230,19,1,NULL,NULL,2010-07-12 00:00:00.000,NULL,2009-12-07 00:00:00.000,2010-06-29 00:00:00.000,2010-06-29 00:00:00.000,NULL,NULL,6,40,2898,32.LVXX.010216,32.LUXX.003111,32.KEGS.005566,32.KFGS196748,9,1,NULL,NULL,Active,10.253.208.129,10.253.208.130,6873,NULL,1
26373,231,19,NULL,NULL,NULL,NULL,NULL,2009-02-27 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.003111,,32.KFGS196748,9,1,NULL,NULL,Ordered,10.253.208.133,10.253.208.134,3395,,1
24361,232,19,1,NULL,NULL,2008-04-30 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-04 00:00:00.000,2008-01-04 00:00:00.000,NULL,NULL,6,10,2043,32.LVXX.002596,32.LUXX.001791,32.KEGS.001921,32.KFGS.000690,4,2,NULL,NULL,Active,10.253.214.1,10.253.214.2,7118,NULL,1
24362,233,19,1,NULL,NULL,2009-04-29 00:00:00.000,NULL,2008-07-23 00:00:00.000,2009-04-07 00:00:00.000,2009-04-07 00:00:00.000,NULL,NULL,6,10,2499,32.LVXX.004118,32.LUXX.002639,32.KEGS.002977,32.KFGS.000897,7,1,NULL,NULL,Active,10.253.210.117,10.253.210.118,6946,NULL,1
24363,234,19,1,NULL,NULL,2009-08-18 00:00:00.000,NULL,2008-07-23 00:00:00.000,2009-06-26 00:00:00.000,2009-06-26 00:00:00.000,NULL,NULL,6,10,2288,32.LVXX.004119,32.LUXX.002639,32.KEGS.002978,32.KFGS.000897,7,1,NULL,NULL,Active,10.253.210.121,10.253.210.122,6947,NULL,1
28396,234,19,NULL,NULL,NULL,NULL,NULL,2014-05-22 08:05:12.950,NULL,NULL,NULL,NULL,6,20,2288,32.LVXX.004119,32.LUXX.002639,32.KEGS.002978,32.KFGS.000897,7,1,NULL,NULL,Ordered,10.253.210.121,10.253.210.122,6947,,1
24364,235,19,1,NULL,NULL,2010-08-30 00:00:00.000,NULL,2010-03-18 00:00:00.000,2010-08-23 00:00:00.000,2010-08-23 00:00:00.000,NULL,NULL,6,40,1503,32.LVXX.250253,32.LUXX.002823,32.KEGS.008806,32.KFGS.196592,8,2,NULL,NULL,Active,10.253.214.105,10.253.214.106,7143,NULL,1
24365,236,19,1,NULL,NULL,2008-05-01 00:00:00.000,NULL,2007-09-20 00:00:00.000,2007-12-21 00:00:00.000,2007-12-21 00:00:00.000,NULL,NULL,6,10,2021,32.LVXX.002597,32.LUXX.001791,32.KEGS.001922,32.KFGS.000690,4,2,NULL,NULL,Active,10.253.214.5,10.253.214.6,7119,NULL,1
24366,237,19,1,NULL,NULL,2008-05-02 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-03 00:00:00.000,2008-01-03 00:00:00.000,NULL,NULL,6,10,2038,32.LVXX.002599,32.LUXX.001791,32.KEGS.001923,32.KFGS.000690,4,2,NULL,NULL,Active,10.253.214.9,10.253.214.10,7120,NULL,1
24367,238,19,1,NULL,NULL,2009-08-25 00:00:00.000,NULL,2008-08-13 00:00:00.000,2009-04-01 00:00:00.000,2009-04-01 00:00:00.000,NULL,NULL,6,10,2468,32.LVXX.004114,32.LUXX.002639,32.KEGS.003051,32.KFGS.000897,7,1,NULL,NULL,Active,10.253.210.69,10.253.210.70,6934,NULL,1
28371,239,19,NULL,0,NULL,2014-02-11 00:00:00.000,NULL,2014-01-27 00:00:00.000,2014-02-11 00:00:00.000,2014-02-11 00:00:00.000,NULL,NULL,6,20,2069,32.LVXX.002601,32.LUXX.001791,32.KEGS.001904,32.KFGS.000690,4,2,NULL,,Active,10.253.214.13,10.253.214.14,7121,C0021144895,1
26005,240,19,1,0,NULL,2011-01-04 00:00:00.000,0,2010-03-18 00:00:00.000,2010-10-22 00:00:00.000,2010-10-22 00:00:00.000,NULL,NULL,6,20,1600,32.LVXX.250266,32.LUXX.006613 ,32.KEGS.008805,32.KFGS.197194 ,20,2,NULL,,Active,10.253.215.17,10.253.215.18,7182,NULL,1
28169,241,19,NULL,0,NULL,2013-11-14 00:00:00.000,NULL,2013-01-26 00:00:00.000,2013-11-11 00:00:00.000,2013-11-11 00:00:00.000,NULL,NULL,6,20,101,KQGN981769-ATI,KRGN988574-ATI ,32KEGS020678NY,32KFGS200479NY ,101,1,,,Active,10.254.80.1,10.254.80.2,3509,,2
25853,241,19,0,0,NULL,NULL,NULL,2013-05-01 00:00:00.000,NULL,NULL,NULL,NULL,6,10,,,32.LUXX.575090,,32.KFGS.198648,13,1,NULL,,Ordered,10.253.208.249,10.253.208.250,6902,,1
28023,242,19,NULL,0,NULL,2013-07-17 00:00:00.000,NULL,2013-02-20 00:00:00.000,2013-07-17 00:00:00.000,2013-07-17 00:00:00.000,NULL,NULL,6,30,2680,32.LVXX.004115,32.LUXX.002639,32.KEGS.003052,32.KFGS.000897,7,1,NULL,,Active,10.253.210.73,10.253.210.74,6935,C0000839566,1
28389,243,18,NULL,0,NULL,2014-03-28 00:00:00.000,NULL,2014-03-20 00:00:00.000,2014-03-28 00:00:00.000,2014-03-28 00:00:00.000,NULL,NULL,6,25,10.250.192.162,10HISJ18586,10MGAJ15246NY,32HFGS630688,32OBGL415011NY,3,1,,,Active,10.250.192.161,10.250.192.162	 ,3297,C0021155357,1
26348,243,19,NULL,0,1900-01-01 00:00:00.000,NULL,NULL,2013-11-13 00:00:00.000,2014-05-20 00:00:00.000,2014-05-20 00:00:00.000,NULL,NULL,6,20,1287,32.LVXX.251270,32.LUXX.006614,32.KEGS.026252,32.KFGS.197193,19,1,NULL,,RTI,10.253.211.29,10.253.211.30,6985,,1
